corner,678,372,VMRImage0.jpg,1024,768
corner,706,375,VMRImage0.jpg,1024,768
corner,740,380,VMRImage0.jpg,1024,768
corner,777,383,VMRImage0.jpg,1024,768
corner,816,390,VMRImage0.jpg,1024,768
corner,859,396,VMRImage0.jpg,1024,768
corner,861,442,VMRImage0.jpg,1024,768
corner,814,429,VMRImage0.jpg,1024,768
corner,775,419,VMRImage0.jpg,1024,768
corner,735,410,VMRImage0.jpg,1024,768
corner,701,401,VMRImage0.jpg,1024,768
corner,671,395,VMRImage0.jpg,1024,768
corner,661,419,VMRImage0.jpg,1024,768
corner,691,431,VMRImage0.jpg,1024,768
corner,726,443,VMRImage0.jpg,1024,768
corner,765,458,VMRImage0.jpg,1024,768
corner,807,473,VMRImage0.jpg,1024,768
corner,852,493,VMRImage0.jpg,1024,768
corner,649,446,VMRImage0.jpg,1024,768
corner,678,461,VMRImage0.jpg,1024,768
corner,711,477,VMRImage0.jpg,1024,768
corner,750,498,VMRImage0.jpg,1024,768
corner,791,519,VMRImage0.jpg,1024,768
corner,836,544,VMRImage0.jpg,1024,768
corner,633,472,VMRImage0.jpg,1024,768
corner,660,489,VMRImage0.jpg,1024,768
corner,691,513,VMRImage0.jpg,1024,768
corner,726,536,VMRImage0.jpg,1024,768
corner,766,564,VMRImage0.jpg,1024,768
corner,808,594,VMRImage0.jpg,1024,768
corner,614,495,VMRImage0.jpg,1024,768
corner,638,518,VMRImage0.jpg,1024,768
corner,665,543,VMRImage0.jpg,1024,768
corner,695,573,VMRImage0.jpg,1024,768
corner,732,601,VMRImage0.jpg,1024,768
corner,768,636,VMRImage0.jpg,1024,768
corner,597,517,VMRImage0.jpg,1024,768
corner,617,540,VMRImage0.jpg,1024,768
corner,639,568,VMRImage0.jpg,1024,768
corner,664,599,VMRImage0.jpg,1024,768
corner,694,632,VMRImage0.jpg,1024,768
corner,726,667,VMRImage0.jpg,1024,768
corner,640,331,VMRImage1.jpg,1024,768
corner,655,324,VMRImage1.jpg,1024,768
corner,674,311,VMRImage1.jpg,1024,768
corner,701,295,VMRImage1.jpg,1024,768
corner,735,274,VMRImage1.jpg,1024,768
corner,777,245,VMRImage1.jpg,1024,768
corner,803,295,VMRImage1.jpg,1024,768
corner,752,315,VMRImage1.jpg,1024,768
corner,712,329,VMRImage1.jpg,1024,768
corner,684,340,VMRImage1.jpg,1024,768
corner,661,346,VMRImage1.jpg,1024,768
corner,643,354,VMRImage1.jpg,1024,768
corner,649,376,VMRImage1.jpg,1024,768
corner,668,373,VMRImage1.jpg,1024,768
corner,690,370,VMRImage1.jpg,1024,768
corner,721,367,VMRImage1.jpg,1024,768
corner,765,361,VMRImage1.jpg,1024,768
corner,818,355,VMRImage1.jpg,1024,768
corner,821,413,VMRImage1.jpg,1024,768
corner,767,410,VMRImage1.jpg,1024,768
corner,725,406,VMRImage1.jpg,1024,768
corner,695,401,VMRImage1.jpg,1024,768
corner,669,400,VMRImage1.jpg,1024,768
corner,651,397,VMRImage1.jpg,1024,768
corner,653,422,VMRImage1.jpg,1024,768
corner,671,426,VMRImage1.jpg,1024,768
corner,694,432,VMRImage1.jpg,1024,768
corner,722,441,VMRImage1.jpg,1024,768
corner,761,452,VMRImage1.jpg,1024,768
corner,809,469,VMRImage1.jpg,1024,768
corner,793,512,VMRImage1.jpg,1024,768
corner,750,489,VMRImage1.jpg,1024,768
corner,716,473,VMRImage1.jpg,1024,768
corner,690,459,VMRImage1.jpg,1024,768
corner,670,448,VMRImage1.jpg,1024,768
corner,653,441,VMRImage1.jpg,1024,768
corner,653,459,VMRImage1.jpg,1024,768
corner,668,469,VMRImage1.jpg,1024,768
corner,686,483,VMRImage1.jpg,1024,768
corner,710,499,VMRImage1.jpg,1024,768
corner,740,520,VMRImage1.jpg,1024,768
corner,773,546,VMRImage1.jpg,1024,768